# x1 x2 x3 x4 x5
# 697 5
# 697 5
-3.00000000e-01 -8.40000000e-01  0.00000000e+00  2.49791603e+00  2.51145802e+00
-2.40000000e-01 -8.40000000e-01  0.00000000e+00  2.49933308e+00  2.51216654e+00
-1.80000000e-01 -8.40000000e-01  0.00000000e+00  2.50049554e+00  2.51274777e+00
-1.20000000e-01 -8.40000000e-01  0.00000000e+00  2.50135971e+00  2.51317986e+00
-6.00000000e-02 -8.40000000e-01  0.00000000e+00  2.50189222e+00  2.51344611e+00
 0.00000000e+00 -8.40000000e-01  0.00000000e+00  2.50207210e+00  2.51353605e+00
 6.00000000e-02 -8.40000000e-01  0.00000000e+00  2.50189222e+00  2.51344611e+00
 1.20000000e-01 -8.40000000e-01  0.00000000e+00  2.50135971e+00  2.51317986e+00
 1.80000000e-01 -8.40000000e-01  0.00000000e+00  2.50049554e+00  2.51274777e+00
 2.40000000e-01 -8.40000000e-01  0.00000000e+00  2.49933308e+00  2.51216654e+00
 3.00000000e-01 -8.40000000e-01  0.00000000e+00  2.49791603e+00  2.51145802e+00
-4.20000000e-01 -7.80000000e-01  0.00000000e+00  2.49837897e+00  2.51168948e+00
-3.60000000e-01 -7.80000000e-01  0.00000000e+00  2.50049554e+00  2.51274777e+00
-3.00000000e-01 -7.80000000e-01  0.00000000e+00  2.50243547e+00  2.51371774e+00
-2.40000000e-01 -7.80000000e-01  0.00000000e+00  2.50413199e+00  2.51456599e+00
-1.80000000e-01 -7.80000000e-01  0.00000000e+00  2.50552370e+00  2.51526185e+00
-1.20000000e-01 -7.80000000e-01  0.00000000e+00  2.50655831e+00  2.51577915e+00
-6.00000000e-02 -7.80000000e-01  0.00000000e+00  2.50719583e+00  2.51609791e+00
 0.00000000e+00 -7.80000000e-01  0.00000000e+00  2.50741118e+00  2.51620559e+00
 6.00000000e-02 -7.80000000e-01  0.00000000e+00  2.50719583e+00  2.51609791e+00
 1.20000000e-01 -7.80000000e-01  0.00000000e+00  2.50655831e+00  2.51577915e+00
 1.80000000e-01 -7.80000000e-01  0.00000000e+00  2.50552370e+00  2.51526185e+00
 2.40000000e-01 -7.80000000e-01  0.00000000e+00  2.50413199e+00  2.51456599e+00
 3.00000000e-01 -7.80000000e-01  0.00000000e+00  2.50243547e+00  2.51371774e+00
 3.60000000e-01 -7.80000000e-01  0.00000000e+00  2.50049554e+00  2.51274777e+00
