# x1 x2 x3
# 40401 3
# 201 201 3
-1.10000000e+00 -1.10000000e+00  3.78171678e-02
-1.08900000e+00 -1.10000000e+00  3.82105818e-02
-1.07800000e+00 -1.10000000e+00  3.86085974e-02
-1.06700000e+00 -1.10000000e+00  3.90111388e-02
-1.05600000e+00 -1.10000000e+00  3.94181253e-02
-1.04500000e+00 -1.10000000e+00  3.98294713e-02
-1.03400000e+00 -1.10000000e+00  4.02450868e-02
-1.02300000e+00 -1.10000000e+00  4.06648769e-02
-1.01200000e+00 -1.10000000e+00  4.10887421e-02
-1.00100000e+00 -1.10000000e+00  4.15165779e-02
-9.90000000e-01 -1.10000000e+00  4.19482751e-02
-9.79000000e-01 -1.10000000e+00  4.23837199e-02
-9.68000000e-01 -1.10000000e+00  4.28227936e-02
-9.57000000e-01 -1.10000000e+00  4.32653727e-02
-9.46000000e-01 -1.10000000e+00  4.37113291e-02
-9.35000000e-01 -1.10000000e+00  4.41605298e-02
-9.24000000e-01 -1.10000000e+00  4.46128373e-02
-9.13000000e-01 -1.10000000e+00  4.50681093e-02
-9.02000000e-01 -1.10000000e+00  4.55261989e-02
-8.91000000e-01 -1.10000000e+00  4.59869549e-02
-8.80000000e-01 -1.10000000e+00  4.64502211e-02
-8.69000000e-01 -1.10000000e+00  4.69158372e-02
-8.58000000e-01 -1.10000000e+00  4.73836384e-02
-8.47000000e-01 -1.10000000e+00  4.78534555e-02
-8.36000000e-01 -1.10000000e+00  4.83251151e-02
-8.25000000e-01 -1.10000000e+00  4.87984397e-02
-8.14000000e-01 -1.10000000e+00  4.92732474e-02
-8.03000000e-01 -1.10000000e+00  4.97493527e-02
-7.92000000e-01 -1.10000000e+00  5.02265660e-02
-7.81000000e-01 -1.10000000e+00  5.07046939e-02
-7.70000000e-01 -1.10000000e+00  5.11835393e-02
-7.59000000e-01 -1.10000000e+00  5.16629015e-02
-7.48000000e-01 -1.10000000e+00  5.21425766e-02
-7.37000000e-01 -1.10000000e+00  5.26223570e-02
-7.26000000e-01 -1.10000000e+00  5.31020322e-02
-7.15000000e-01 -1.10000000e+00  5.35813885e-02
-7.04000000e-01 -1.10000000e+00  5.40602094e-02
-6.93000000e-01 -1.10000000e+00  5.45382756e-02
-6.82000000e-01 -1.10000000e+00  5.50153651e-02
-6.71000000e-01 -1.10000000e+00  5.54912535e-02
-6.60000000e-01 -1.10000000e+00  5.59657143e-02
-6.49000000e-01 -1.10000000e+00  5.64385188e-02
-6.38000000e-01 -1.10000000e+00  5.69094361e-02
-6.27000000e-01 -1.10000000e+00  5.73782339e-02
-6.16000000e-01 -1.10000000e+00  5.78446782e-02
-6.05000000e-01 -1.10000000e+00  5.83085336e-02
-5.94000000e-01 -1.10000000e+00  5.87695635e-02
-5.83000000e-01 -1.10000000e+00  5.92275303e-02
-5.72000000e-01 -1.10000000e+00  5.96821956e-02
-5.61000000e-01 -1.10000000e+00  6.01333204e-02
-5.50000000e-01 -1.10000000e+00  6.05806653e-02
-5.39000000e-01 -1.10000000e+00  6.10239907e-02
-5.28000000e-01 -1.10000000e+00  6.14630571e-02
-5.17000000e-01 -1.10000000e+00  6.18976251e-02
-5.06000000e-01 -1.10000000e+00  6.23274557e-02
-4.95000000e-01 -1.10000000e+00  6.27523108e-02
-4.84000000e-01 -1.10000000e+00  6.31719530e-02
-4.73000000e-01 -1.10000000e+00  6.35861460e-02
-4.62000000e-01 -1.10000000e+00  6.39946549e-02
-4.51000000e-01 -1.10000000e+00  6.43972461e-02
-4.40000000e-01 -1.10000000e+00  6.47936881e-02
-4.29000000e-01 -1.10000000e+00  6.51837511e-02
-4.18000000e-01 -1.10000000e+00  6.55672077e-02
-4.07000000e-01 -1.10000000e+00  6.59438326e-02
-3.96000000e-01 -1.10000000e+00  6.63134035e-02
-3.85000000e-01 -1.10000000e+00  6.66757007e-02
-3.74000000e-01 -1.10000000e+00  6.70305077e-02
-3.63000000e-01 -1.10000000e+00  6.73776112e-02
-3.52000000e-01 -1.10000000e+00  6.77168014e-02
-3.41000000e-01 -1.10000000e+00  6.80478722e-02
-3.30000000e-01 -1.10000000e+00  6.83706215e-02
-3.19000000e-01 -1.10000000e+00  6.86848513e-02
-3.08000000e-01 -1.10000000e+00  6.89903677e-02
-2.97000000e-01 -1.10000000e+00  6.92869817e-02
-2.86000000e-01 -1.10000000e+00  6.95745086e-02
-2.75000000e-01 -1.10000000e+00  6.98527690e-02
-2.64000000e-01 -1.10000000e+00  7.01215883e-02
-2.53000000e-01 -1.10000000e+00  7.03807973e-02
-2.42000000e-01 -1.10000000e+00  7.06302322e-02
-2.31000000e-01 -1.10000000e+00  7.08697348e-02
-2.20000000e-01 -1.10000000e+00  7.10991529e-02
-2.09000000e-01 -1.10000000e+00  7.13183399e-02
-1.98000000e-01 -1.10000000e+00  7.15271556e-02
-1.87000000e-01 -1.10000000e+00  7.17254660e-02
-1.76000000e-01 -1.10000000e+00  7.19131433e-02
-1.65000000e-01 -1.10000000e+00  7.20900665e-02
-1.54000000e-01 -1.10000000e+00  7.22561212e-02
-1.43000000e-01 -1.10000000e+00  7.24111996e-02
-1.32000000e-01 -1.10000000e+00  7.25552010e-02
-1.21000000e-01 -1.10000000e+00  7.26880317e-02
-1.10000000e-01 -1.10000000e+00  7.28096051e-02
-9.90000000e-02 -1.10000000e+00  7.29198418e-02
-8.80000000e-02 -1.10000000e+00  7.30186697e-02
-7.70000000e-02 -1.10000000e+00  7.31060240e-02
-6.60000000e-02 -1.10000000e+00  7.31818475e-02
-5.50000000e-02 -1.10000000e+00  7.32460904e-02
-4.40000000e-02 -1.10000000e+00  7.32987105e-02
-3.30000000e-02 -1.10000000e+00  7.33396732e-02
-2.20000000e-02 -1.10000000e+00  7.33689515e-02
-1.10000000e-02 -1.10000000e+00  7.33865262e-02
 0.00000000e+00 -1.10000000e+00  7.33923857e-02
 1.10000000e-02 -1.10000000e+00  7.33865262e-02
 2.20000000e-02 -1.10000000e+00  7.33689515e-02
 3.30000000e-02 -1.10000000e+00  7.33396732e-02
 4.40000000e-02 -1.10000000e+00  7.32987105e-02
 5.50000000e-02 -1.10000000e+00  7.32460904e-02
 6.60000000e-02 -1.10000000e+00  7.31818475e-02
 7.70000000e-02 -1.10000000e+00  7.31060240e-02
 8.80000000e-02 -1.10000000e+00  7.30186697e-02
 9.90000000e-02 -1.10000000e+00  7.29198418e-02
 1.10000000e-01 -1.10000000e+00  7.28096051e-02
 1.21000000e-01 -1.10000000e+00  7.26880317e-02
 1.32000000e-01 -1.10000000e+00  7.25552010e-02
 1.43000000e-01 -1.10000000e+00  7.24111996e-02
 1.54000000e-01 -1.10000000e+00  7.22561212e-02
 1.65000000e-01 -1.10000000e+00  7.20900665e-02
 1.76000000e-01 -1.10000000e+00  7.19131433e-02
 1.87000000e-01 -1.10000000e+00  7.17254660e-02
 1.98000000e-01 -1.10000000e+00  7.15271556e-02
 2.09000000e-01 -1.10000000e+00  7.13183399e-02
 2.20000000e-01 -1.10000000e+00  7.10991529e-02
 2.31000000e-01 -1.10000000e+00  7.08697348e-02
 2.42000000e-01 -1.10000000e+00  7.06302322e-02
 2.53000000e-01 -1.10000000e+00  7.03807973e-02
 2.64000000e-01 -1.10000000e+00  7.01215883e-02
 2.75000000e-01 -1.10000000e+00  6.98527690e-02
