 # xb yb zb ideal background shim total error
# 8       697
# 8       697
-0.30000000E+00 -0.84000000E+00  0.00000000E+00  0.24979160E+01  0.25114580E+01 -0.10450152E-01  0.25010079E+01  0.30918379E-02
-0.24000000E+00 -0.84000000E+00  0.00000000E+00  0.24993331E+01  0.25121665E+01 -0.94176145E-02  0.25027489E+01  0.34158455E-02
-0.18000000E+00 -0.84000000E+00  0.00000000E+00  0.25004955E+01  0.25127478E+01 -0.92851183E-02  0.25034627E+01  0.29671117E-02
-0.12000000E+00 -0.84000000E+00  0.00000000E+00  0.25013597E+01  0.25131799E+01 -0.94492230E-02  0.25037306E+01  0.23709270E-02
-0.60000000E-01 -0.84000000E+00  0.00000000E+00  0.25018922E+01  0.25134461E+01 -0.95929247E-02  0.25038532E+01  0.19609653E-02
 0.00000000E+00 -0.84000000E+00  0.00000000E+00  0.25020721E+01  0.25135360E+01 -0.94390895E-02  0.25040970E+01  0.20248605E-02
 0.60000000E-01 -0.84000000E+00  0.00000000E+00  0.25018922E+01  0.25134461E+01 -0.94237475E-02  0.25040224E+01  0.21301425E-02
 0.12000000E+00 -0.84000000E+00  0.00000000E+00  0.25013597E+01  0.25131799E+01 -0.95717136E-02  0.25036081E+01  0.22484364E-02
 0.18000000E+00 -0.84000000E+00  0.00000000E+00  0.25004955E+01  0.25127478E+01 -0.97225561E-02  0.25030252E+01  0.25296739E-02
 0.24000000E+00 -0.84000000E+00  0.00000000E+00  0.24993331E+01  0.25121665E+01 -0.10114378E-01  0.25020522E+01  0.27190824E-02
 0.30000000E+00 -0.84000000E+00  0.00000000E+00  0.24979160E+01  0.25114580E+01 -0.11265536E-01  0.25001925E+01  0.22764544E-02
-0.42000000E+00 -0.78000000E+00  0.00000000E+00  0.24983790E+01  0.25116895E+01 -0.10199934E-01  0.25014895E+01  0.31105763E-02
-0.36000000E+00 -0.78000000E+00  0.00000000E+00  0.25004955E+01  0.25127478E+01 -0.10891130E-01  0.25018566E+01  0.13611000E-02
-0.30000000E+00 -0.78000000E+00  0.00000000E+00  0.25024355E+01  0.25137177E+01 -0.10300527E-01  0.25034172E+01  0.98174301E-03
-0.24000000E+00 -0.78000000E+00  0.00000000E+00  0.25041320E+01  0.25145660E+01 -0.91777673E-02  0.25053882E+01  0.12562327E-02
-0.18000000E+00 -0.78000000E+00  0.00000000E+00  0.25055237E+01  0.25152618E+01 -0.89314306E-02  0.25063304E+01  0.80671940E-03
-0.12000000E+00 -0.78000000E+00  0.00000000E+00  0.25065583E+01  0.25157792E+01 -0.85673190E-02  0.25072118E+01  0.65352102E-03
-0.60000000E-01 -0.78000000E+00  0.00000000E+00  0.25071958E+01  0.25160979E+01 -0.81809485E-02  0.25079170E+01  0.72113154E-03
 0.00000000E+00 -0.78000000E+00  0.00000000E+00  0.25074112E+01  0.25162056E+01 -0.80531544E-02  0.25081524E+01  0.74125560E-03
 0.60000000E-01 -0.78000000E+00  0.00000000E+00  0.25071958E+01  0.25160979E+01 -0.81286037E-02  0.25079693E+01  0.77347630E-03
 0.12000000E+00 -0.78000000E+00  0.00000000E+00  0.25065583E+01  0.25157792E+01 -0.84320766E-02  0.25073471E+01  0.78876344E-03
 0.18000000E+00 -0.78000000E+00  0.00000000E+00  0.25055237E+01  0.25152618E+01 -0.86209937E-02  0.25066409E+01  0.11171563E-02
 0.24000000E+00 -0.78000000E+00  0.00000000E+00  0.25041320E+01  0.25145660E+01 -0.89594580E-02  0.25056065E+01  0.14745420E-02
